elapse (ns), size, refs/vals, permutation, type, i
4372000,1024, refs, linear, Stencil-Flow,0
4376000,256, refs, rand, Stencil-Flow,0
4383000,1024, refs, linear, Stencil-Flow,0
4421000,256, refs, rand, Stencil-Flow,0
4487000,4096, refs, rand, Flow,0
4527000,256, refs, rand, Stencil-Flow,0
4581000,2, refs, rand, Synth,0
4655000,256, refs, linear, Stencil-Flow,0
4664000,2, refs, rand, Synth,0
4664000,256, refs, linear, Stencil-Flow,0
4667000,1, refs, linear, Stencil-State,0
4673000,256, refs, linear, Stencil-Flow,0
4677000,2, refs, rand, Synth,0
4702000,4096, refs, rand, Stencil-State,0
4712000,2, refs, rand, Synth,0
4757000,256, refs, linear, Stencil-Flow,0
4759000,2, refs, rand, Synth,0
4770000,1, refs, linear, Stencil-State,0
4773000,1, refs, linear, Stencil-State,0
4776000,2, refs, rand, Synth,0
4782000,1, refs, linear, Stencil-State,0
4804000,256, refs, linear, Stencil-Flow,0
4806000,4096, refs, linear, Flow,0
4813000,1, refs, linear, Stencil-State,0
4819000,4096, refs, linear, Flow,0
4823000,256, refs, linear, Stencil-Flow,0
4878000,8192, refs, linear, Native,0
4892000,4096, refs, rand, Stencil-Flow,0
4956000,8192, refs, rand, Flow,0
4983000,4096, refs, rand, Stencil-State,0
4988000,8192, refs, linear, Synth,0
5025000,4096, refs, rand, Stencil-Flow,0
5047000,4096, refs, linear, Stencil-State,0
5086000,8192, refs, rand, Flow,0
5099000,1, refs, linear, Stencil-State,0
5099000,8192, refs, rand, Synth,0
5114000,8192, refs, rand, Synth,0
5124000,8192, refs, rand, Native,0
5136000,8192, refs, rand, Flow,0
5145000,8192, refs, linear, Synth,0
5148000,4096, refs, linear, Stencil-Flow,0
5207000,4096, refs, linear, Stencil-Flow,0
5207000,8192, refs, rand, Synth,0
5238000,4096, refs, rand, Stencil-State,0
5248000,4096, refs, rand, Stencil-Flow,0
5254000,4096, refs, rand, Stencil-State,0
5292000,8192, refs, rand, Flow,0
5330000,4096, refs, linear, Stencil-Flow,0
5415000,8192, refs, rand, Synth,0
5444000,8192, refs, rand, Synth,0
5529000,8192, refs, linear, Synth,0
5583000,4096, refs, linear, Stencil-Flow,0
5586000,4096, refs, rand, Stencil-Flow,0
5657000,8192, refs, linear, Synth,0
5783000,4096, refs, rand, Stencil-Flow,0
5840000,8192, refs, linear, Native,0
5868000,4096, refs, linear, Stencil-Flow,0
5916000,8192, refs, rand, Native,0
5951000,16384, refs, linear, Native,0
6023000,4096, refs, linear, Stencil-State,0
6054000,16384, refs, linear, Native,0
6060000,8192, refs, linear, Flow,0
6107000,16384, refs, rand, Native,0
6151000,16384, refs, rand, Native,0
6171000,4096, refs, rand, Stencil-State,0
6223000,4096, refs, linear, Stencil-State,0
6282000,8192, refs, rand, Synth,0
6316000,8192, refs, linear, Synth,0
6378000,8192, refs, rand, Flow,0
6552000,8192, refs, linear, Flow,0
6565000,16384, refs, linear, Native,0
6664000,16384, refs, rand, Native,0
6770000,4096, refs, linear, Stencil-State,0
6788000,4096, refs, linear, Stencil-State,0
6936000,4096, refs, rand, Stencil-State,0
6998000,16384, refs, linear, Native,0
7369000,8192, refs, linear, Flow,0
7495000,16384, refs, linear, Native,0
7728000,8192, refs, linear, Flow,0
7767000,8192, refs, linear, Flow,0
8035000,8192, refs, linear, Synth,0
8070000,8192, refs, rand, Flow,0
8369000,8192, refs, linear, Flow,0
8464000,16384, refs, rand, Flow,0
8523000,8192, refs, rand, Stencil-Flow,0
8637000,8192, refs, rand, Stencil-Flow,0
8674000,16384, refs, rand, Flow,0
8740000,16384, refs, linear, Synth,0
8846000,16384, refs, rand, Flow,0
8911000,8192, refs, rand, Stencil-Flow,0
8982000,16384, refs, linear, Synth,0
9008000,8192, refs, linear, Stencil-State,0
9015000,16384, refs, rand, Flow,0
9020000,16384, refs, rand, Flow,0
9043000,16384, refs, rand, Synth,0
9079000,8192, refs, linear, Stencil-State,0
9137000,16384, refs, linear, Synth,0
9178000,8192, refs, rand, Stencil-Flow,0
9192000,16384, refs, linear, Native,0
9242000,8192, refs, rand, Stencil-State,0
9481000,16384, refs, rand, Synth,0
9576000,16384, refs, linear, Synth,0
9686000,8192, refs, linear, Stencil-Flow,0
9727000,8192, refs, rand, Stencil-Flow,0
9782000,8192, refs, linear, Stencil-State,0
9856000,8192, refs, rand, Stencil-Flow,0
9873000,8192, refs, rand, Stencil-State,0
10045000,8192, refs, linear, Stencil-Flow,0
10058000,8192, refs, rand, Stencil-State,0
10084000,16384, refs, rand, Synth,0
10085000,8192, refs, rand, Stencil-State,0
10116000,8192, refs, rand, Stencil-State,0
10377000,16384, refs, linear, Flow,0
10549000,8192, refs, rand, Stencil-State,0
10579000,8192, refs, linear, Stencil-State,0
10708000,8192, refs, linear, Stencil-Flow,0
10744000,32768, refs, linear, Native,0
11074000,16384, refs, linear, Synth,0
11175000,8192, refs, linear, Stencil-Flow,0
11193000,16384, refs, linear, Flow,0
11294000,8192, refs, linear, Stencil-Flow,0
11437000,16384, refs, linear, Flow,0
11563000,32768, refs, linear, Native,0
11816000,32768, refs, linear, Native,0
11852000,8192, refs, linear, Stencil-State,0
11874000,8192, refs, linear, Stencil-State,0
12225000,32768, refs, rand, Native,0
12250000,16384, refs, rand, Flow,0
12308000,16384, refs, linear, Flow,0
12402000,8192, refs, linear, Stencil-Flow,0
13426000,16384, refs, rand, Synth,0
13469000,16384, refs, rand, Stencil-Flow,0
14020000,16384, refs, rand, Stencil-Flow,0
14134000,16384, refs, rand, Stencil-Flow,0
14214000,16384, refs, rand, Synth,0
14303000,16384, refs, linear, Flow,0
14445000,16384, refs, linear, Synth,0
14807000,16384, refs, linear, Flow,0
15216000,16384, refs, rand, Stencil-Flow,0
15299000,32768, refs, linear, Synth,0
15532000,32768, refs, rand, Native,0
15958000,32768, refs, linear, Flow,0
16016000,32768, refs, linear, Synth,0
16110000,32768, refs, rand, Native,0
16679000,32768, refs, rand, Native,0
16751000,32768, refs, linear, Synth,0
16877000,16384, refs, rand, Stencil-State,0
17107000,32768, refs, linear, Flow,0
17148000,32768, refs, rand, Native,0
17298000,32768, refs, linear, Native,0
17369000,32768, refs, linear, Native,0
17440000,32768, refs, rand, Flow,0
17562000,16384, refs, rand, Stencil-Flow,0
17630000,16384, refs, rand, Stencil-State,0
17785000,16384, refs, rand, Stencil-State,0
18057000,16384, refs, rand, Stencil-Flow,0
18283000,32768, refs, linear, Flow,0
18332000,32768, refs, linear, Native,0
18511000,32768, refs, rand, Flow,0
18595000,32768, refs, rand, Flow,0
18778000,16384, refs, linear, Stencil-Flow,0
18783000,16384, refs, rand, Stencil-State,0
18969000,16384, refs, linear, Stencil-Flow,0
19002000,32768, refs, rand, Synth,0
19098000,32768, refs, rand, Synth,0
19206000,16384, refs, linear, Stencil-Flow,0
19237000,16384, refs, linear, Stencil-State,0
19412000,32768, refs, rand, Synth,0
19474000,32768, refs, rand, Flow,0
19643000,32768, refs, rand, Flow,0
19706000,32768, refs, rand, Synth,0
19760000,32768, refs, rand, Synth,0
19792000,16384, refs, linear, Stencil-State,0
19799000,16384, refs, linear, Stencil-State,0
20047000,32768, refs, rand, Flow,0
20121000,16384, refs, linear, Stencil-State,0
20254000,16384, refs, rand, Stencil-State,0
20897000,16384, refs, rand, Stencil-State,0
21162000,16384, refs, linear, Stencil-Flow,0
21904000,32768, refs, linear, Flow,0
22656000,16384, refs, linear, Stencil-State,0
22668000,16384, refs, linear, Stencil-Flow,0
23076000,16384, refs, linear, Stencil-State,0
23214000,32768, refs, linear, Synth,0
23328000,65536, refs, linear, Native,0
23494000,65536, refs, linear, Native,0
23525000,32768, refs, rand, Native,0
24128000,65536, refs, linear, Native,0
24315000,65536, refs, linear, Native,0
24788000,65536, refs, rand, Native,0
25549000,32768, refs, linear, Flow,0
25749000,32768, refs, linear, Synth,0
25807000,65536, refs, rand, Native,0
25916000,65536, refs, rand, Native,0
26029000,65536, refs, rand, Native,0
26498000,65536, refs, rand, Native,0
27058000,32768, refs, linear, Synth,0
27285000,32768, refs, linear, Flow,0
28872000,32768, refs, rand, Synth,0
30726000,16384, refs, rand, Native,0
31039000,16384, refs, rand, Native,0
32007000,65536, refs, linear, Native,0
33613000,16384, refs, rand, Native,0
34854000,65536, refs, linear, Native,0
36548000,32768, refs, rand, Stencil-State,0
36871000,32768, refs, linear, Stencil-State,0
37878000,32768, refs, linear, Stencil-State,0
37938000,32768, refs, linear, Stencil-State,0
39613000,16384, refs, linear, Stencil-Flow,0
39719000,32768, refs, rand, Stencil-State,0
40972000,32768, refs, linear, Stencil-State,0
41277000,32768, refs, linear, Stencil-State,0
42224000,32768, refs, rand, Stencil-State,0
42441000,32768, refs, rand, Stencil-State,0
42513000,65536, refs, rand, Native,0
43211000,32768, refs, linear, Stencil-State,0
44889000,32768, refs, rand, Stencil-State,0
45715000,32768, refs, rand, Stencil-Flow,0
46359000,32768, refs, rand, Stencil-State,0
47178000,32768, refs, rand, Stencil-Flow,0
49735000,32768, refs, rand, Stencil-Flow,0
50207000,32768, refs, rand, Stencil-Flow,0
51101000,16384, refs, rand, Synth,0
51232000,32768, refs, rand, Stencil-Flow,0
56788000,32768, refs, rand, Stencil-Flow,0
61863000,65536, refs, linear, Synth,0
64897000,32768, refs, linear, Stencil-Flow,0
66315000,32768, refs, linear, Stencil-Flow,0
67167000,32768, refs, linear, Stencil-Flow,0
68332000,65536, refs, linear, Flow,0
68715000,32768, refs, linear, Stencil-Flow,0
70779000,65536, refs, linear, Flow,0
71803000,65536, refs, linear, Flow,0
72178000,65536, refs, linear, Flow,0
73540000,65536, refs, linear, Flow,0
74105000,65536, refs, rand, Flow,0
74247000,65536, refs, rand, Flow,0
74520000,65536, refs, rand, Flow,0
74827000,65536, refs, rand, Flow,0
75232000,65536, refs, rand, Flow,0
76041000,65536, refs, rand, Flow,0
76260000,65536, refs, rand, Synth,0
84793000,65536, refs, linear, Flow,0
91984000,65536, refs, linear, Stencil-Flow,0
94639000,32768, refs, linear, Stencil-Flow,0
94967000,65536, refs, linear, Stencil-Flow,0
95951000,65536, refs, linear, Stencil-Flow,0
96424000,32768, refs, linear, Stencil-Flow,0
105224000,65536, refs, rand, Stencil-Flow,0
106984000,65536, refs, rand, Stencil-Flow,0
107199000,65536, refs, linear, Stencil-State,0
109362000,65536, refs, rand, Stencil-Flow,0
109658000,65536, refs, rand, Stencil-Flow,0
110333000,65536, refs, rand, Stencil-Flow,0
110431000,65536, refs, linear, Synth,0
110646000,65536, refs, linear, Synth,0
112949000,65536, refs, linear, Stencil-State,0
113606000,65536, refs, linear, Stencil-State,0
113756000,65536, refs, linear, Stencil-State,0
114796000,65536, refs, rand, Stencil-State,0
115662000,65536, refs, rand, Stencil-State,0
115943000,65536, refs, rand, Stencil-State,0
116885000,65536, refs, rand, Stencil-State,0
117866000,65536, refs, rand, Stencil-State,0
119440000,65536, refs, rand, Stencil-State,0
123150000,65536, refs, linear, Stencil-State,0
124579000,1, refs, linear, Flow,0
124673000,1, refs, linear, Flow,0
125290000,1, refs, linear, Flow,0
125958000,65536, refs, rand, Synth,0
127184000,1, refs, linear, Flow,0
127836000,65536, refs, linear, Stencil-State,0
127875000,1, refs, linear, Flow,0
139662000,1, refs, linear, Flow,0
141618000,65536, refs, linear, Synth,0
142273000,65536, refs, rand, Synth,0
146515000,65536, refs, linear, Synth,0
146892000,65536, refs, linear, Synth,0
147194000,65536, refs, rand, Synth,0
151290000,65536, refs, rand, Synth,0
153887000,65536, refs, rand, Synth,0
162593000,65536, refs, linear, Stencil-Flow,0
165919000,65536, refs, linear, Stencil-Flow,0
167669000,65536, refs, linear, Stencil-Flow,0
229673000,65536, refs, rand, Stencil-Flow,0
