STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,   MIN  ,PRCP  ,SNDP , FRSHTT,
725090,14739, 20060814,   72.3,24,   51.4,24, 1014.2,24, 9999.9, 0,  10.0,24,   7.8,24,  16.9,  23.9,   86.0 ,   59.0 , 0.00I,999.9, 000000,
725090,14739, 20060815,   74.5,24,   63.5,24, 1009.3,23, 9999.9, 0,   8.5,24,  11.4,24,  15.9,  19.0,   86.0 ,   60.1 , 0.17G,999.9, 010000,
725090,14739, 20060816,   73.5,24,   58.4,24, 1016.5,24, 9999.9, 0,  10.0,24,   7.1,24,   9.9, 999.9,   82.9 ,   66.0 , 0.36G,999.9, 000000,
725090,14739, 20060817,   70.8,24,   59.2,24, 1022.8,24, 9999.9, 0,  10.0,24,   6.4,24,  12.0, 999.9,   82.9 ,   66.0 , 0.00G,999.9, 000000,
725090,14739, 20060818,   72.9,23,   60.5,23, 1022.3,23, 9999.9, 0,  10.0,23,   7.2,23,  12.0, 999.9,   82.4*,   66.2*, 0.00I,999.9, 000000,
725090,14739, 20060819,   73.0,24,   61.2,24, 1017.3,24, 9999.9, 0,  10.0,24,   9.5,24,  13.0, 999.9,   84.0 ,   64.0 , 0.00A,999.9, 000000,
725090,14739, 20060820,   73.5,24,   66.6,24, 1009.4,18, 9999.9, 0,   7.1,24,  10.0,24,  14.0,  21.0,   84.2*,   66.2*, 0.57G,999.9, 010000,
725090,14739, 20060821,   68.1,24,   60.1,24, 1011.9,17, 9999.9, 0,   8.1,24,   7.3,24,  14.0,  20.0,   84.0 ,   62.1 , 0.23G,999.9, 010010,
725090,14739, 20060822,   73.1,24,   56.0,24, 1015.6,24, 9999.9, 0,  10.0,24,   7.8,24,  12.0,  16.9,   84.0 ,   62.1 , 0.00G,999.9, 000000,
725090,14739, 20060823,   71.5,24,   58.3,24, 1014.3,24, 9999.9, 0,  10.0,24,   7.7,24,  12.0, 999.9,   84.0 ,   64.9 , 0.00I,999.9, 000000,
725090,14739, 20060824,   66.9,24,   54.6,24, 1015.8,24, 9999.9, 0,  10.0,24,   6.1,24,   9.9, 999.9,   71.6*,   62.6*, 0.00I,999.9, 000000,
725090,14739, 20060825,   62.7,24,   58.3,24, 1017.9,17, 9999.9, 0,   8.8,24,   7.1,24,  11.1, 999.9,   71.1 ,   59.0 , 0.47G,999.9, 010010,
725090,14739, 20060826,   63.6,24,   56.6,24, 1022.7,22, 9999.9, 0,  10.0,24,   7.2,24,   9.9, 999.9,   69.8*,   57.2*, 0.38G,999.9, 000000,
725090,14739, 20060827,   61.3,24,   53.4,24, 1024.8,24, 9999.9, 0,   9.7,24,   5.8,24,  12.0, 999.9,   66.2*,   57.2*, 0.00G,999.9, 010000,
725090,14739, 20060828,   63.2,24,   58.6,24, 1014.6,10, 9999.9, 0,   6.9,24,   6.7,24,  12.0, 999.9,   72.0*,   57.2*, 0.51G,999.9, 010000,
725090,14739, 20060829,   61.4,24,   57.4,24, 1012.2,22, 9999.9, 0,   9.5,24,  10.2,24,  13.0, 999.9,   72.0 ,   59.0 , 0.00G,999.9, 010000,
725090,14739, 20060830,   65.3,24,   58.7,24, 1013.4,22, 9999.9, 0,  10.0,24,   5.6,24,   8.9, 999.9,   73.4*,   60.8*, 0.14G,999.9, 000000,
725090,14739, 20060831,   64.8,24,   48.2,24, 1019.9,24, 9999.9, 0,  10.0,24,   6.7,24,  11.1, 999.9,   73.9 ,   55.0 , 0.00G,999.9, 000000,
725090,14739, 20060901,   64.2,24,   56.5,24, 1026.0,24, 9999.9, 0,  10.0,24,   7.8,24,  13.0, 999.9,   73.9 ,   60.1 , 0.00I,999.9, 000000,
725090,14739, 20060902,   64.1,24,   57.1,24, 1027.3,23, 9999.9, 0,   9.7,24,  14.6,24,  21.0,  25.1,   69.1 ,   60.1 , 0.00A,999.9, 000000,
725090,14739, 20060903,   63.1,24,   59.3,24, 1022.0,19, 9999.9, 0,   5.7,24,  14.1,24,  20.0,  22.0,   66.2*,   60.8*, 0.12G,999.9, 010000,
725090,14739, 20060904,   68.0,24,   58.7,24, 1014.7,24, 9999.9, 0,   7.2,24,   8.9,24,  14.0,  21.0,   75.9 ,   61.0 , 0.13G,999.9, 000000,
725090,14739, 20060905,   67.2,24,   56.5,24, 1016.5,24, 9999.9, 0,  10.0,24,   7.3,24,  11.1, 999.9,   72.0*,   60.8*, 0.00G,999.9, 000000,
725090,14739, 20060906,   67.0,24,   59.0,24, 1013.3,24, 9999.9, 0,   9.8,24,   5.5,24,   8.0, 999.9,   73.9 ,   61.0 , 0.08G,999.9, 010000,
725090,14739, 20060907,   67.8,24,   59.4,24, 1016.9,24, 9999.9, 0,  10.0,24,   6.2,24,   9.9, 999.9,   73.9 ,   62.1 , 0.00G,999.9, 000000,
725090,14739, 20060908,   69.9,24,   58.3,24, 1017.4,24, 9999.9, 0,   9.8,24,   5.1,24,  13.0, 999.9,   80.6*,   62.6*, 0.00I,999.9, 000000,
725090,14739, 20060909,   73.0,24,   59.4,24, 1015.3,24, 9999.9, 0,   8.8,24,   8.5,24,  14.0, 999.9,   84.2*,   64.4*, 0.00A,999.9, 000000,
725090,14739, 20060910,   64.1,24,   50.8,24, 1020.2,24, 9999.9, 0,  10.0,24,  10.2,24,  15.0, 999.9,   84.0 ,   57.0 , 0.00B,999.9, 000000,
725090,14739, 20060911,   58.9,24,   44.4,24, 1027.7,24, 9999.9, 0,  10.0,24,  10.9,24,  16.9,  20.0,   64.9*,   51.8*, 0.00I,999.9, 000000,
725090,14739, 20060912,   58.0,24,   39.6,24, 1025.5,24, 9999.9, 0,  10.0,24,   8.8,24,  13.0,  16.9,   66.9 ,   50.0 , 0.00I,999.9, 000000,
725090,14739, 20060913,   59.2,24,   44.4,24, 1019.8,24, 9999.9, 0,  10.0,24,   6.4,24,   9.9, 999.9,   66.9 ,   50.0 , 0.00H,999.9, 010000,
725090,14739, 20060914,   63.0,24,   55.8,24, 1018.0,21, 9999.9, 0,   9.2,24,   6.8,24,  13.0, 999.9,   71.1 ,   50.0 , 0.29C,999.9, 010000,
725090,14739, 20060915,   64.7,24,   59.7,24, 1018.9,24, 9999.9, 0,  10.0,24,   7.1,24,  12.0, 999.9,   71.1 ,   57.9 , 0.01A,999.9, 010000,
725090,14739, 20060916,   65.6,24,   57.9,24, 1018.8,24, 9999.9, 0,  10.0,24,   5.0,24,   8.0, 999.9,   73.4*,   59.0*, 0.00I,999.9, 000000,
725090,14739, 20060917,   68.0,24,   60.4,24, 1014.6,24, 9999.9, 0,  10.0,24,   4.2,24,   8.9, 999.9,   77.0 ,   59.0 , 0.00I,999.9, 000000,
725090,14739, 20060918,   70.6,24,   62.0,24, 1011.5,24, 9999.9, 0,   9.3,24,   8.5,24,  12.0, 999.9,   82.9 ,   61.0 , 0.00I,999.9, 000000,
725090,14739, 20060919,   70.9,24,   62.8,24, 1008.1,23, 9999.9, 0,   9.4,24,  10.4,24,  15.0, 999.9,   82.9 ,   62.1 , 0.00I,999.9, 000000,
725090,14739, 20060920,   67.9,24,   54.9,24, 1003.1,20, 9999.9, 0,   8.7,24,  10.8,24,  15.9,  20.0,   82.0 ,   61.0 , 0.57B,999.9, 010000,
725090,14739, 20060921,   59.8,24,   40.8,24, 1012.0,24, 9999.9, 0,  10.0,24,  11.9,24,  15.9,  22.0,   73.9 ,   53.1 , 0.00I,999.9, 000000,
725090,14739, 20060922,   60.9,24,   41.1,24, 1021.0,24, 9999.9, 0,  10.0,24,   8.2,24,  12.0,  18.1,   70.0 ,   52.0 , 0.00I,999.9, 000000,
725090,14739, 20060923,   63.6,24,   55.5,24, 1014.4,24, 9999.9, 0,   9.1,24,  10.0,24,  15.9,  23.9,   71.1 ,   52.0 , 0.04B,999.9, 010000,
725090,14739, 20060924,   71.5,24,   63.1,24, 1003.7,21, 9999.9, 0,   6.6,24,  11.5,24,  22.0,  27.0,   82.9 ,   59.0 , 0.00B,999.9, 000000,
725090,14739, 20060925,   64.7,24,   50.2,24, 1005.5,24, 9999.9, 0,  10.0,24,   8.7,24,  14.0,  19.0,   82.9 ,   59.0 , 0.00H,999.9, 010000,
725090,14739, 20060926,   61.9,24,   43.9,24, 1011.4,24, 9999.9, 0,  10.0,24,  10.6,24,  14.0,  20.0,   70.0*,   53.6*, 0.00I,999.9, 000000,
725090,14739, 20060927,   60.3,24,   46.0,24, 1017.2,24, 9999.9, 0,  10.0,24,   6.0,24,   9.9, 999.9,   71.1 ,   50.0 , 0.00I,999.9, 000000,
725090,14739, 20060928,   60.1,24,   52.7,24, 1014.3,24, 9999.9, 0,  10.0,24,   7.3,24,  15.9, 999.9,   69.1 ,   50.0 , 0.00I,999.9, 000000,
725090,14739, 20060929,   61.8,24,   57.0,24, 1007.1,17, 9999.9, 0,   6.7,24,   9.5,24,  20.0,  28.0,   68.0 ,   53.1 , 0.47G,999.9, 110000,
725090,14739, 20060930,   54.6,24,   39.7,24, 1019.1,24, 9999.9, 0,  10.0,24,   9.4,24,  14.0, 999.9,   68.0 ,   45.0 , 0.01G,999.9, 000000,
725090,14739, 20061001,   57.2,24,   50.2,24, 1020.1,24, 9999.9, 0,   9.0,24,  10.4,24,  15.9, 999.9,   61.0 ,   50.0 , 0.00G,999.9, 010000,
725090,14739, 20061002,   58.0,24,   48.7,24, 1016.7,20, 9999.9, 0,   9.6,24,   9.8,24,  13.0,  21.0,   68.0 ,   50.0 , 0.38G,999.9, 010000,
725090,14739, 20061003,   61.8,24,   49.1,24, 1020.2,24, 9999.9, 0,  10.0,24,   7.6,24,  14.0,  21.0,   75.9 ,   50.0 , 0.00G,999.9, 010000,
725090,14739, 20061004,   67.0,24,   58.2,24, 1017.6,24, 9999.9, 0,   8.4,24,   7.0,24,  14.0, 999.9,   77.0 ,   50.0 , 0.00H,999.9, 010000,
725090,14739, 20061005,   60.8,24,   50.2,24, 1017.0,23, 9999.9, 0,   9.1,24,  12.5,24,  18.1,  23.9,   69.8*,   51.8*, 0.12G,999.9, 010000,
725090,14739, 20061006,   52.6,24,   40.1,24, 1029.0,24, 9999.9, 0,  10.0,24,  11.1,24,  16.9,  26.0,   57.2*,   46.4*, 0.00G,999.9, 000000,
725090,14739, 20061007,   53.3,24,   42.0,24, 1030.7,24, 9999.9, 0,  10.0,24,  10.6,24,  18.1,  21.0,   59.0 ,   46.9 , 0.00I,999.9, 000000,
725090,14739, 20061008,   54.1,24,   44.3,24, 1026.4,24, 9999.9, 0,  10.0,24,   4.1,24,   8.9, 999.9,   66.0 ,   45.0 , 0.00I,999.9, 000000,
725090,14739, 20061009,   62.4,24,   47.8,24, 1019.0,24, 9999.9, 0,  10.0,24,   7.6,24,  13.0,  15.9,   80.6*,   50.0*, 0.00I,999.9, 000000,
725090,14739, 20061010,   61.1,24,   49.5,24, 1016.9,24, 9999.9, 0,  10.0,24,   8.1,24,  13.0, 999.9,   80.1 ,   50.0 , 0.00I,999.9, 000000,
725090,14739, 20061011,   56.5,24,   50.4,24, 1017.8,23, 9999.9, 0,   9.4,24,   9.2,24,  13.0,  18.1,   59.0*,   51.8*,99.99 ,999.9, 010000,
725090,14739, 20061012,   63.7,24,   59.6,24, 1001.6,20, 9999.9, 0,   6.2,24,  10.0,24,  16.9,  20.0,   73.4*,   57.2*, 1.24G,999.9, 010010,
725090,14739, 20061013,   53.9,24,   34.4,24, 1007.6,24, 9999.9, 0,   9.7,24,   9.6,24,  15.0,  22.9,   73.0 ,   44.1 , 0.00G,999.9, 010000,
725090,14739, 20061014,   50.2,24,   31.1,24, 1009.9,24, 9999.9, 0,  10.0,24,   8.4,24,  15.0,  20.0,   61.0 ,   41.0 , 0.00I,999.9, 000000,
725090,14739, 20061015,   49.3,24,   30.6,24, 1013.7,24, 9999.9, 0,  10.0,24,  10.1,24,  15.9,  25.1,   61.0 ,   41.0 , 0.00I,999.9, 000000,
725090,14739, 20061016,   50.0,24,   31.8,24, 1023.6,24, 9999.9, 0,  10.0,24,   7.3,24,  11.1, 999.9,   57.0 ,   41.0 , 0.00I,999.9, 000000,
725090,14739, 20061017,   49.6,24,   40.1,24, 1025.1,24, 9999.9, 0,  10.0,24,   6.1,24,  13.0, 999.9,   57.0 ,   43.0 ,99.99 ,999.9, 010000,
725090,14739, 20061018,   59.8,24,   52.6,24, 1012.1,19, 9999.9, 0,   9.5,24,  10.4,24,  15.9,  18.1,   69.8*,   51.8*, 0.13G,999.9, 010000,
725090,14739, 20061019,   58.8,24,   48.9,24, 1009.7,24, 9999.9, 0,  10.0,24,   5.9,24,   9.9,  14.0,   64.4*,   53.6*, 0.00G,999.9, 000000,
725090,14739, 20061020,   60.4,24,   56.5,24, 1001.6,16, 9999.9, 0,   5.5,24,   7.6,24,  27.0,  42.0,   64.9 ,   51.1 , 0.08G,999.9, 010000,
725090,14739, 20061021,   48.3,24,   31.0,24, 1004.8,24, 9999.9, 0,  10.0,24,  16.8,24,  25.1,  41.0,   55.4*,   42.8*, 0.32G,999.9, 000000,
725090,14739, 20061022,   46.4,24,   29.4,24, 1014.4,24, 9999.9, 0,  10.0,24,   8.4,24,  15.0,  23.9,   57.0 ,   37.9 , 0.00G,999.9, 000000,
725090,14739, 20061023,   52.3,24,   44.3,24, 1004.7,16, 9999.9, 0,   9.0,24,   7.7,24,  14.0,  18.1,   57.0 ,   37.9 , 0.21G,999.9, 010000,
725090,14739, 20061024,   47.8,24,   33.7,24, 1001.7,24, 9999.9, 0,  10.0,24,  10.6,24,  14.0,  20.0,   54.0*,   44.6*, 0.00G,999.9, 010000,
725090,14739, 20061025,   47.4,24,   32.8,24, 1005.2,24, 9999.9, 0,  10.0,24,  13.1,24,  19.0,  28.9,   55.4*,   42.1*, 0.00I,999.9, 000000,
725090,14739, 20061026,   46.0,24,   30.3,24, 1013.7,24, 9999.9, 0,  10.0,24,  12.5,24,  15.9,  25.1,   55.0 ,   42.1 , 0.00I,999.9, 000000,
725090,14739, 20061027,   43.1,24,   28.7,24, 1019.6,24, 9999.9, 0,  10.0,24,   8.2,24,  11.1,  18.1,   51.1 ,   37.0 , 0.00I,999.9, 000000,
725090,14739, 20061028,   51.2,24,   46.9,24, 1007.8,18, 9999.9, 0,   6.7,24,  16.2,24,  29.9,  36.9,   63.0*,   44.1*, 0.31G,999.9, 010000,
725090,14739, 20061029,   49.8,24,   31.4,24,  992.4,22, 9999.9, 0,  10.0,24,  20.4,24,  29.9,  41.0,   62.1*,   44.6*, 1.71G,999.9, 010000,
725090,14739, 20061030,   50.3,24,   25.2,24, 1008.4,24, 9999.9, 0,  10.0,24,  16.2,24,  22.0,  32.1,   57.9 ,   44.1 , 0.00G,999.9, 000000,
725090,14739, 20061031,   54.8,24,   36.8,24, 1013.9,24, 9999.9, 0,  10.0,24,   8.7,24,  14.0,  16.9,   64.9 ,   44.1 , 0.00I,999.9, 000000,
725090,14739, 20061101,   61.7,21,   48.4,21, 1012.2,21, 9999.9, 0,   9.9,21,   8.3,21,  16.9, 999.9,   68.0*,   55.4*, 0.09G,999.9, 000000,
725090,14739, 20061102,   49.8,24,   41.6,24, 1013.2,17, 9999.9, 0,   7.6,24,   6.4,24,  15.0,  22.9,   68.0 ,   43.0 , 0.00G,999.9, 010000,
725090,14739, 20061103,   41.2,24,   24.6,24, 1019.5,24, 9999.9, 0,  10.0,24,   9.5,24,  15.9,  22.0,   53.1 ,   35.1 , 0.23G,999.9, 000000,
725090,14739, 20061104,   40.1,24,   22.8,24, 1028.4,24, 9999.9, 0,  10.0,24,   8.5,24,  12.0,  19.0,   48.2*,   33.8*, 0.00G,999.9, 000000,
725090,14739, 20061105,   40.2,24,   24.3,24, 1032.9,24, 9999.9, 0,  10.0,24,   5.6,24,   8.0, 999.9,   48.2*,   33.8*, 0.00I,999.9, 000000,
725090,14739, 20061106,   44.0,24,   28.5,24, 1029.7,24, 9999.9, 0,  10.0,24,   6.5,24,   8.9, 999.9,   57.2*,   37.4*, 0.00I,999.9, 000000,
725090,14739, 20061107,   46.3,24,   38.1,24, 1026.4,24, 9999.9, 0,   9.0,24,   5.7,24,  15.0, 999.9,   57.2*,   37.4*, 0.00I,999.9, 000000,
725090,14739, 20061108,   51.9,23,   50.0,23, 1014.5,12, 9999.9, 0,   2.7,23,   5.2,23,  12.0, 999.9,   57.9 ,   37.9 , 0.36G,999.9, 110000,
725090,14739, 20061109,   57.1,24,   54.5,24,  997.9,24, 9999.9, 0,   4.4,24,   8.0,24,  12.0, 999.9,   64.9 ,   50.0 , 1.05G,999.9, 010000,
725090,14739, 20061110,   58.5,24,   42.8,24, 1005.6,24, 9999.9, 0,  10.0,24,  10.4,24,  15.9,  23.9,   64.9 ,   53.1 , 0.00G,999.9, 000000,
725090,14739, 20061111,   52.9,24,   41.3,24, 1016.0,24, 9999.9, 0,  10.0,24,   6.3,24,  16.9,  21.0,   64.4*,   44.1*, 0.00I,999.9, 000000,
725090,14739, 20061112,   55.3,24,   52.9,24, 1015.5,17, 9999.9, 0,   4.4,24,   7.0,24,  15.9, 999.9,   66.0 ,   42.1 , 0.45B,999.9, 010000,
725090,14739, 20061113,   50.7,24,   49.0,24, 1020.5,23, 9999.9, 0,   0.7,24,  14.0,24,  20.0,  23.9,   54.0*,   48.2*, 0.09D,999.9, 110000,
725090,14739, 20061114,   55.0,24,   53.5,24, 1010.0,16, 9999.9, 0,   4.2,24,  10.1,24,  18.1,  25.1,   62.6*,   51.8*, 0.76G,999.9, 110000,
725090,14739, 20061115,   56.6,24,   51.6,24, 1014.7,20, 9999.9, 0,   9.4,24,   5.4,24,   8.0, 999.9,   63.0 ,   51.1 , 0.05G,999.9, 000000,
725090,14739, 20061116,   57.3,24,   55.0,24, 1015.5,17, 9999.9, 0,   3.2,24,   5.9,24,  18.1, 999.9,   68.0*,   53.1*, 0.00G,999.9, 110000,
725090,14739, 20061117,   64.0,24,   58.5,24, 1005.8,21, 9999.9, 0,   8.8,24,  15.5,24,  27.0,  35.9,   69.1 ,   53.1 , 0.59G,999.9, 010000,
725090,14739, 20061118,   49.1,24,   36.5,24, 1011.5,24, 9999.9, 0,  10.0,24,   7.3,24,  12.0,  15.0,   59.0*,   42.8*, 0.05G,999.9, 000000,
725090,14739, 20061119,   44.1,24,   35.2,24, 1012.6,24, 9999.9, 0,  10.0,24,   6.0,24,  11.1,  14.0,   53.1 ,   41.0 , 0.00G,999.9, 000000,
725090,14739, 20061120,   41.2,24,   27.0,24, 1015.3,22, 9999.9, 0,  10.0,24,   6.8,24,   9.9,  15.9,   44.6*,   37.4*, 0.00I,999.9, 000000,
725090,14739, 20061121,   36.4,24,   22.0,24, 1029.8,24, 9999.9, 0,  10.0,24,   6.9,24,  11.1, 999.9,   44.1 ,   32.0 , 0.00I,999.9, 000000,
725090,14739, 20061122,   39.6,24,   30.6,24, 1032.4,22, 9999.9, 0,  10.0,24,   8.2,24,  16.9,  26.0,   46.4*,   35.1*, 0.00I,999.9, 000000,
725090,14739, 20061123,   43.2,24,   38.1,24, 1026.5,16, 9999.9, 0,   7.5,24,  13.4,24,  22.9,  28.9,   46.9 ,   34.0 , 0.01G,999.9, 010000,
725090,14739, 20061124,   46.5,24,   34.3,24, 1017.1,23, 9999.9, 0,   6.8,24,  12.4,24,  22.9,  30.9,   53.6*,   42.1*, 2.09G,999.9, 010000,
725090,14739, 20061125,   41.4,24,   31.3,24, 1027.9,19, 9999.9, 0,  10.0,24,   6.3,24,  12.0, 999.9,   45.0*,   33.8*, 0.00G,999.9, 000000,
725090,14739, 20061126,   45.0,24,   37.6,24, 1026.8,24, 9999.9, 0,  10.0,24,   6.8,24,  12.0, 999.9,   57.2*,   35.6*, 0.00I,999.9, 000000,
725090,14739, 20061127,   51.4,24,   41.7,24, 1024.5,24, 9999.9, 0,  10.0,24,   3.9,24,   9.9, 999.9,   62.6*,   42.8*, 0.00I,999.9, 000000,
725090,14739, 20061128,   48.3,24,   41.9,24, 1027.3,20, 9999.9, 0,   7.7,24,   9.6,24,  15.0, 999.9,   57.0*,   41.0*,99.99 ,999.9, 010000,
725090,14739, 20061129,   42.8,24,   40.0,24, 1030.2,20, 9999.9, 0,   2.9,24,   4.7,24,   8.9, 999.9,   54.0 ,   39.0 , 0.01G,999.9, 010000,
725090,14739, 20061130,   57.3,24,   51.9,24, 1022.4,23, 9999.9, 0,   6.6,24,  10.4,24,  19.0,  25.1,   69.8*,   50.0*, 0.00G,999.9, 000000,
725090,14739, 20061201,   62.8,24,   57.2,24, 1010.9,23, 9999.9, 0,   9.5,24,  13.3,24,  28.0,  39.0,   69.1 ,   54.0 , 0.12C,999.9, 010000,
725090,14739, 20061202,   51.7,24,   34.9,24, 1009.9,24, 9999.9, 0,   9.6,24,  16.6,24,  28.0,  37.9,   66.9 ,   41.0 , 0.06A,999.9, 010000,
725090,14739, 20061203,   39.9,24,   21.1,24, 1026.5,24, 9999.9, 0,  10.0,24,   9.9,24,  15.9,  22.9,   44.6*,   35.6*, 0.00I,999.9, 000000,
725090,14739, 20061204,   37.4,24,   25.6,24, 1017.9,22, 9999.9, 0,   8.6,24,   9.1,24,  19.0,  28.0,   45.0 ,   33.1 , 0.01G,999.9, 011000,
725090,14739, 20061205,   30.8,24,   13.8,24, 1020.5,24, 9999.9, 0,  10.0,24,   9.1,24,  15.9,  22.0,   41.0 ,   28.0 , 0.18G,999.9, 000000,
725090,14739, 20061206,   33.5,23,   19.8,23, 1026.5,23, 9999.9, 0,  10.0,23,  10.0,23,  16.9,  20.0,   42.8*,   24.8*, 0.00G,999.9, 000000,
725090,14739, 20061207,   48.6,24,   34.2,24, 1013.8,24, 9999.9, 0,  10.0,24,   8.2,24,  15.0,  21.0,   53.6*,   44.1*, 0.00I,999.9, 000000,
725090,14739, 20061208,   29.1,24,   14.2,24, 1011.8,20, 9999.9, 0,   8.7,24,  18.1,24,  26.0,  35.9,   54.0 ,   19.9 , 0.00H,999.9, 001000,
725090,14739, 20061209,   28.9,24,   12.5,24, 1023.3,24, 9999.9, 0,  10.0,24,  11.0,24,  15.0,  22.9,   37.4*,   23.0*, 0.00A,999.9, 000000,
725090,14739, 20061210,   40.6,24,   15.6,24, 1021.7,24, 9999.9, 0,  10.0,24,  11.4,24,  15.9,  21.0,   51.8*,   33.1*, 0.00I,999.9, 000000,
725090,14739, 20061211,   42.5,24,   28.0,24, 1026.3,24, 9999.9, 0,  10.0,24,   5.0,24,   9.9, 999.9,   52.0 ,   35.1 , 0.00H,999.9, 010000,
725090,14739, 20061212,   39.2,24,   30.1,24, 1035.5,24, 9999.9, 0,  10.0,24,   6.1,24,   8.0, 999.9,   48.0 ,   33.1 , 0.00I,999.9, 000000,
725090,14739, 20061213,   43.3,24,   36.2,24, 1028.7,23, 9999.9, 0,   9.6,24,   7.0,24,   9.9, 999.9,   52.0 ,   33.1 , 0.10B,999.9, 010000,
725090,14739, 20061214,   49.8,24,   42.9,24, 1015.4,22, 9999.9, 0,   7.6,24,   9.0,24,  14.0, 999.9,   57.2*,   44.6*, 0.00I,999.9, 000000,
725090,14739, 20061215,   48.2,24,   43.6,24, 1009.0,24, 9999.9, 0,   5.8,24,   9.9,24,  13.0, 999.9,   54.0*,   42.8*, 0.00I,999.9, 000000,
725090,14739, 20061216,   47.6,24,   36.1,24, 1009.9,24, 9999.9, 0,   8.8,24,  10.2,24,  18.1,  22.9,   54.0 ,   42.1 , 0.01G,999.9, 010000,
725090,14739, 20061217,   44.2,24,   30.1,24, 1017.8,24, 9999.9, 0,  10.0,24,  10.6,24,  16.9,  22.0,   55.4*,   35.6*, 0.00G,999.9, 000000,
725090,14739, 20061218,   52.5,24,   36.7,24, 1014.8,24, 9999.9, 0,  10.0,24,   8.4,24,  12.0,  16.9,   55.9 ,   36.0 , 0.02B,999.9, 010000,
725090,14739, 20061219,   40.9,24,   20.0,24, 1020.6,24, 9999.9, 0,  10.0,24,   9.1,24,  15.9,  25.1,   55.0 ,   36.0 , 0.00I,999.9, 000000,
725090,14739, 20061220,   35.6,24,   20.0,24, 1027.1,24, 9999.9, 0,  10.0,24,   7.1,24,  14.0,  19.0,   43.0 ,   28.9 , 0.00I,999.9, 000000,
725090,14739, 20061221,   42.9,24,   20.8,24, 1021.7,24, 9999.9, 0,  10.0,24,  13.3,24,  19.0,  22.9,   52.0 ,   29.1 , 0.00I,999.9, 000000,
725090,14739, 20061222,   40.3,24,   24.4,24, 1028.9,24, 9999.9, 0,  10.0,24,   6.8,24,  13.0,  18.1,   52.0 ,   32.0 , 0.00A,999.9, 000000,
725090,14739, 20061223,   47.3,24,   43.9,24, 1016.2,21, 9999.9, 0,   6.6,24,   7.1,24,  18.1,  22.9,   57.9 ,   32.0 , 0.55G,999.9, 010000,
725090,14739, 20061224,   45.4,24,   33.8,24, 1009.3,24, 9999.9, 0,  10.0,24,  11.8,24,  20.0,  30.9,   57.9 ,   41.0 , 0.32G,999.9, 000000,
725090,14739, 20061225,   41.0,24,   27.8,24, 1020.5,24, 9999.9, 0,  10.0,24,   8.3,24,  15.0,  22.9,   50.0 ,   33.1 , 0.00G,999.9, 000000,
725090,14739, 20061226,   44.2,24,   40.9,24, 1005.7,15, 9999.9, 0,   5.1,24,   9.3,24,  21.0,  22.9,   48.9 ,   33.1 , 0.41G,999.9, 010000,
725090,14739, 20061227,   40.4,24,   29.9,24, 1003.9,23, 9999.9, 0,   9.9,24,  11.5,24,  15.0,  22.0,   48.9 ,   37.0 , 0.02G,999.9, 001000,
725090,14739, 20061228,   37.7,24,   24.0,24, 1022.2,24, 9999.9, 0,  10.0,24,  11.9,24,  15.9,  22.9,   44.6*,   32.0*, 0.00G,999.9, 000000,
725090,14739, 20061229,   33.1,24,   16.0,24, 1034.7,24, 9999.9, 0,  10.0,24,   7.6,24,  12.0,  16.9,   44.1 ,   28.0 , 0.00I,999.9, 000000,
725090,14739, 20061230,   29.2,21,   11.0,21, 1035.1,20, 9999.9, 0,   9.7,21,   6.0,21,  12.0,  16.9,   35.6*,   24.8*, 0.07A,999.9, 011000,
725090,14739, 20061231,   32.4,24,   20.3,24, 1028.2,24, 9999.9, 0,  10.0,24,   8.7,24,  18.1,  26.0,   39.9 ,   25.0 , 0.00I,999.9, 000000,
725090,14739, 20070101,   38.3,24,   32.6,24, 1023.3,18, 9999.9, 0,   6.9,24,   7.3,24,  15.9, 999.9,   48.2*,   32.0*, 0.12G,999.9, 010000,
725090,14739, 20070102,   42.3,24,   31.0,24, 1010.2,22, 9999.9, 0,   8.1,24,  11.6,24,  22.0,  32.1,   48.0 ,   34.0 , 0.74G,999.9, 010000,
725090,14739, 20070103,   41.1,24,   22.7,24, 1024.0,24, 9999.9, 0,  10.0,24,  11.4,24,  18.1,  28.0,   51.8*,   35.6*, 0.00G,999.9, 000000,
725090,14739, 20070104,   46.4,24,   30.3,24, 1019.3,24, 9999.9, 0,  10.0,24,   9.2,24,  16.9,  22.9,   53.6*,   39.2*, 0.00I,999.9, 000000,
725090,14739, 20070105,   53.8,24,   43.9,24, 1014.1,24, 9999.9, 0,  10.0,24,  10.8,24,  18.1,  23.9,   63.0 ,   39.0 , 0.00H,999.9, 010000,
725090,14739, 20070106,   60.9,24,   56.0,24, 1004.9,18, 9999.9, 0,   9.0,24,  11.4,24,  19.0,  29.9,   69.1 ,   48.0 , 0.06G,999.9, 010000,
725090,14739, 20070107,   49.3,24,   29.5,24, 1018.7,24, 9999.9, 0,  10.0,24,  11.1,24,  20.0,  29.9,   61.0*,   42.8*, 0.02G,999.9, 000000,
725090,14739, 20070108,   45.6,24,   40.0,24, 1012.2,19, 9999.9, 0,   8.0,24,   8.9,24,  21.0,  28.0,   53.6*,   42.8*, 0.17G,999.9, 010000,
