STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,   MIN  ,PRCP  ,SNDP , FRSHTT,
725090,14739, 20070109,   39.7,24,   22.3,24, 1005.0,24, 9999.9, 0,  10.0,24,  14.0,24,  19.0,  30.9,   46.9*,   33.8*, 0.40G,999.9, 000000,
725090,14739, 20070110,   34.2,24,   15.2,24, 1012.0,24, 9999.9, 0,  10.0,24,  11.0,24,  18.1,  28.0,   43.0 ,   30.0 , 0.00G,999.9, 000000,
725090,14739, 20070111,   27.3,24,    7.9,24, 1031.2,24, 9999.9, 0,  10.0,24,  10.2,24,  15.9,  22.9,   36.0 ,   21.0 , 0.00I,999.9, 000000,
725090,14739, 20070112,   40.2,24,   25.9,24, 1027.2,24, 9999.9, 0,  10.0,24,  13.9,24,  21.0,  27.0,   50.0 ,   21.0 , 0.00I,999.9, 000000,
725090,14739, 20070113,   45.4,24,   37.1,24, 1020.8,24, 9999.9, 0,   9.5,24,   9.0,24,  14.0, 999.9,   51.1 ,   36.0 , 0.06B,999.9, 010000,
725090,14739, 20070114,   37.4,24,   32.3,24, 1025.6,19, 9999.9, 0,   6.5,24,   8.1,24,  12.0,  14.0,   51.1 ,   30.9 , 0.13D,999.9, 010000,
725090,14739, 20070115,   36.1,24,   34.1,24, 1019.8,17, 9999.9, 0,   5.7,24,   8.6,24,  15.9,  21.0,   41.0*,   30.2*, 0.32G,999.9, 110000,
725090,14739, 20070116,   32.0,24,   26.7,24, 1011.2,19, 9999.9, 0,   6.7,24,   8.8,24,  15.0,  22.9,   41.0 ,   24.1 , 0.51G,999.9, 010000,
725090,14739, 20070117,   15.8,24,   -0.3,24, 1031.0,24, 9999.9, 0,  10.0,24,  13.8,24,  21.0,  29.9,   24.8*,    8.6*, 0.00G,999.9, 000000,
725090,14739, 20070118,   20.3,22,    6.0,22, 1038.4,22, 9999.9, 0,  10.0,22,   6.4,22,  12.0,  15.0,   35.1*,   12.2*, 0.00I,999.9, 000000,
725090,14739, 20070119,   36.8,12,   28.2,12, 1005.8, 4, 9999.9, 0,   7.7,12,  13.1,12,  20.0,  28.0,   39.2*,   35.6*,99.99 ,999.9, 011000,
725090,14739, 20070120,   29.9,16,   11.9,16, 1006.9,11, 9999.9, 0,  10.0,16,  19.1,16,  25.1,  36.9,   35.6*,   21.2*, 0.00I,999.9, 000000,
725090,14739, 20070121,   19.6,22,   -2.9,22, 1022.5,20, 9999.9, 0,  10.0,22,  15.2,22,  23.9,  34.0,   26.6*,   12.2*, 0.00I,999.9, 000000,
725090,14739, 20070122,   23.5,23,    5.8,23, 1016.4,18, 9999.9, 0,   9.4,23,   4.3,23,   8.9, 999.9,   27.0 ,   21.0 , 0.01B,999.9, 001000,
725090,14739, 20070123,   24.3,24,   17.0,24, 1009.3,21, 9999.9, 0,   7.5,24,   8.3,24,  13.0,  16.9,   32.0 ,   21.0 , 0.01C,999.9, 001000,
725090,14739, 20070124,   32.3,24,   17.4,24, 1012.0,24, 9999.9, 0,  10.0,24,   6.9,24,  13.0,  19.0,   42.1 ,   21.0 , 0.00I,999.9, 000000,
725090,14739, 20070125,   26.2,24,    7.9,24, 1010.4,24, 9999.9, 0,  10.0,24,   8.6,24,  18.1,  22.9,   35.1*,   17.6*, 0.00I,999.9, 000000,
725090,14739, 20070126,    8.8,24,  -11.2,24, 1009.8,24, 9999.9, 0,  10.0,24,  15.3,24,  20.0,  28.9,   28.0 ,    3.0 , 0.00I,999.9, 000000,
725090,14739, 20070127,   12.9,24,   -5.2,24, 1010.8,23, 9999.9, 0,   9.8,24,   8.7,24,  20.0,  28.0,   26.6*,    6.1*, 0.00H,999.9, 001000,
725090,14739, 20070128,   30.3,24,   19.0,24, 1004.4,22, 9999.9, 0,   8.9,24,   4.7,24,   8.9, 999.9,   39.2*,   24.8*, 0.02G,999.9, 001000,
725090,14739, 20070129,   26.3,24,   10.6,24, 1005.3,24, 9999.9, 0,  10.0,24,  10.0,24,  15.0,  22.0,   32.0*,   21.2*, 0.00G,999.9, 001000,
725090,14739, 20070130,   22.9,24,    4.2,24, 1013.0,24, 9999.9, 0,  10.0,24,  12.0,24,  15.9,  21.0,   30.2*,   17.6*, 0.00I,999.9, 000000,
725090,14739, 20070131,   26.2,24,    7.0,24, 1012.4,24, 9999.9, 0,  10.0,24,   7.5,24,  15.0,  22.0,   33.1 ,   18.0 , 0.00A,999.9, 000000,
725090,14739, 20070201,   28.8,24,   10.2,24, 1017.5,24, 9999.9, 0,  10.0,24,  10.2,24,  16.9,  21.0,   37.4*,   24.1*, 0.00I,999.9, 000000,
725090,14739, 20070202,   32.4,24,   23.6,24, 1009.4,23, 9999.9, 0,   9.4,24,   3.8,24,   7.0, 999.9,   37.0 ,   23.0 , 0.00I,999.9, 000000,
725090,14739, 20070203,   30.8,24,   18.5,24, 1006.2,19, 9999.9, 0,   7.5,24,  11.5,24,  21.0,  34.0,   35.6*,   24.8*, 0.25G,999.9, 111000,
725090,14739, 20070204,   22.5,24,   -2.5,24, 1013.5,24, 9999.9, 0,  10.0,24,  13.8,24,  18.1,  26.0,   27.0*,   19.4*, 0.00G,999.9, 000000,
725090,14739, 20070205,   15.1,24,   -9.0,24, 1013.6,24, 9999.9, 0,  10.0,24,  16.8,24,  26.0,  39.0,   25.0 ,   10.0 , 0.00I,999.9, 000000,
725090,14739, 20070206,   19.2,24,   -2.2,24, 1014.9,24, 9999.9, 0,  10.0,24,  14.6,24,  19.0,  29.9,   26.6*,   15.1*, 0.00I,999.9, 000000,
725090,14739, 20070207,   17.6,24,   -3.5,24, 1011.9,24, 9999.9, 0,  10.0,24,  12.4,24,  22.0,  29.9,   27.0 ,   12.0 , 0.00I,999.9, 000000,
725090,14739, 20070208,   20.4,24,    0.8,24, 1008.4,24, 9999.9, 0,  10.0,24,  15.7,24,  25.1,  30.9,   27.0 ,   12.0 , 0.00I,999.9, 000000,
725090,14739, 20070209,   22.9,23,    3.4,23, 1007.0,23, 9999.9, 0,  10.0,23,  15.0,23,  23.9,  35.0,   28.9 ,   15.1 , 0.00A,999.9, 000000,
725090,14739, 20070210,   23.5,24,    4.2,24, 1012.2,24, 9999.9, 0,  10.0,24,  10.2,24,  15.9,  22.0,   33.8*,   17.6*, 0.00I,999.9, 000000,
725090,14739, 20070211,   25.8,24,    6.6,24, 1019.3,24, 9999.9, 0,  10.0,24,   8.8,24,  13.0,  19.0,   33.1 ,   18.0 , 0.00A,999.9, 000000,
725090,14739, 20070212,   30.3,24,    7.9,24, 1018.9,24, 9999.9, 0,  10.0,24,  13.2,24,  18.1,  28.9,   37.4*,   24.8*, 0.00I,999.9, 000000,
725090,14739, 20070213,   18.7,24,   -7.4,24, 1026.2,24, 9999.9, 0,  10.0,24,  10.9,24,  15.0,  22.0,   32.0*,    8.6*, 0.00A,999.9, 000000,
725090,14739, 20070214,   26.0,24,   16.5,24, 1013.0,13, 9999.9, 0,   3.7,24,  16.0,24,  33.0,  37.9,   37.4*,   15.1*, 0.18G,999.9, 011000,
725090,14739, 20070215,   20.4,24,    7.2,24,  997.6,22, 9999.9, 0,   9.1,24,  19.7,24,  26.0,  39.0,   37.0 ,   14.0 , 1.44G,999.9, 011000,
725090,14739, 20070216,   18.2,24,    2.4,24, 1001.4,24, 9999.9, 0,  10.0,24,  17.6,24,  22.9,  32.1,   28.4*,   10.4*, 0.00G,999.9, 000000,
725090,14739, 20070217,   27.3,24,    8.3,24, 1004.5,24, 9999.9, 0,  10.0,24,  15.4,24,  22.9,  33.0,   35.6*,   21.2*, 0.00I,999.9, 000000,
725090,14739, 20070218,   30.9,17,   14.5,17, 1002.9,17, 9999.9, 0,  10.0,17,   9.3,17,  15.9,  22.0,   35.1 ,   22.1 , 0.00I,999.9, 000000,
725090,14739, 20070219,   17.4,24,   -3.0,24, 1008.6,24, 9999.9, 0,  10.0,24,  17.5,24,  22.9,  35.0,   34.0 ,    8.1 , 0.00I,999.9, 000000,
725090,14739, 20070220,   30.9,24,   11.2,24, 1010.0,24, 9999.9, 0,  10.0,24,   9.8,24,  15.0,  22.0,   48.9 ,    9.0 , 0.00I,999.9, 000000,
725090,14739, 20070221,   39.8,24,   25.4,24, 1006.3,23, 9999.9, 0,   9.8,24,   6.8,24,  15.0,  20.0,   48.9 ,   20.1 , 0.00H,999.9, 010000,
725090,14739, 20070222,   34.8,24,   22.3,24, 1009.5,24, 9999.9, 0,  10.0,24,   4.2,24,   7.0, 999.9,   45.0 ,   27.0 ,99.99 ,999.9, 010000,
725090,14739, 20070223,   32.2,24,   22.1,24, 1004.1,17, 9999.9, 0,   7.8,24,  11.2,24,  20.0,  29.9,   39.9 ,   27.1 , 0.03G,999.9, 011000,
725090,14739, 20070224,   23.1,24,    4.9,24, 1010.8,24, 9999.9, 0,  10.0,24,  16.9,24,  22.0,  35.0,   35.6*,   15.1*, 0.00G,999.9, 000000,
725090,14739, 20070225,   31.5,23,   12.5,23, 1017.4,23, 9999.9, 0,  10.0,23,   8.7,23,  15.9,  22.0,   43.0*,   24.8*, 0.00A,999.9, 000000,
725090,14739, 20070226,   33.7,24,   25.0,24, 1011.2,20, 9999.9, 0,   7.1,24,   6.2,24,  15.0,  19.0,   43.0 ,   24.3 , 0.09G,999.9, 101000,
725090,14739, 20070227,   33.8,24,   25.7,24, 1012.5,24, 9999.9, 0,  10.0,24,   3.5,24,   8.0, 999.9,   37.9 ,   30.0 , 0.21G,999.9, 000000,
725090,14739, 20070228,   35.5,23,   27.3,23, 1015.7,23, 9999.9, 0,   9.0,23,   5.3,23,   8.9, 999.9,   41.0 ,   30.0 , 0.00G,999.9, 000000,
725090,14739, 20070301,   32.9,24,   13.0,24, 1020.4,24, 9999.9, 0,  10.0,24,   6.4,24,   9.9, 999.9,   41.0 ,   26.1 , 0.00I,999.9, 000000,
725090,14739, 20070302,   37.5,24,   32.5,24, 1012.9,14, 9999.9, 0,   4.9,24,  12.9,24,  25.1,  30.9,   44.6*,   32.0*, 0.26G,999.9, 111000,
725090,14739, 20070303,   41.4,24,   33.2,24, 1002.7,21, 9999.9, 0,   9.0,24,   7.4,24,  20.0,  27.0,   57.2*,   30.2*, 1.22G,999.9, 000000,
725090,14739, 20070304,   37.5,24,   23.7,24, 1001.3,24, 9999.9, 0,  10.0,24,  11.8,24,  18.1,  23.9,   41.0*,   33.1*, 0.00G,999.9, 000000,
725090,14739, 20070305,   32.5,24,   14.7,24, 1003.2,24, 9999.9, 0,   9.7,24,  15.1,24,  23.9,  36.9,   37.4*,   28.4*, 0.00H,999.9, 001000,
725090,14739, 20070306,   16.0,24,   -8.2,24, 1013.8,23, 9999.9, 0,   9.7,24,  21.9,24,  28.9,  42.0,   39.0 ,    6.1 , 0.00H,999.9, 001000,
725090,14739, 20070307,   13.1,24,  -13.5,24, 1025.2,24, 9999.9, 0,  10.0,24,  11.4,24,  21.0,  29.9,   24.1 ,    6.1 , 0.00I,999.9, 000000,
725090,14739, 20070308,   19.5,23,   -2.6,23, 1019.7,23, 9999.9, 0,  10.0,23,  13.4,23,  22.9,  41.0,   26.6*,   14.0*, 0.00I,999.9, 000000,
725090,14739, 20070309,   14.9,24,   -8.9,24, 1031.2,24, 9999.9, 0,  10.0,24,   9.2,24,  15.9,  27.0,   30.2*,    5.0*, 0.00A,999.9, 000000,
725090,14739, 20070310,   35.4,24,   22.0,24, 1026.6,24, 9999.9, 0,   9.9,24,  10.1,24,  15.9,  25.1,   51.8*,   24.8*, 0.00I,999.9, 000000,
725090,14739, 20070311,   48.0,23,   34.4,23, 1019.7,21, 9999.9, 0,   9.4,23,  11.5,23,  15.0,  22.9,   51.8*,   44.6*, 0.27G,999.9, 010000,
725090,14739, 20070312,   43.8,24,   22.8,24, 1022.9,24, 9999.9, 0,  10.0,24,   7.9,24,  14.0, 999.9,   55.0 ,   35.1 , 0.00G,999.9, 000000,
725090,14739, 20070313,   47.7,24,   26.5,24, 1020.4,24, 9999.9, 0,  10.0,24,   9.1,24,  15.9,  22.9,   61.0 ,   35.1 , 0.00I,999.9, 000000,
725090,14739, 20070314,   53.2,24,   40.6,24, 1015.0,24, 9999.9, 0,   9.5,24,  12.5,24,  15.9,  23.9,   68.0 ,   37.9 , 0.00I,999.9, 000000,
725090,14739, 20070315,   49.8,24,   44.3,24, 1012.3,22, 9999.9, 0,   6.7,24,  10.4,24,  16.9,  25.1,   68.0 ,   41.0 , 0.03G,999.9, 010000,
725090,14739, 20070316,   32.5,24,   21.2,24, 1025.2,18, 9999.9, 0,   6.8,24,  16.4,24,  27.0,  34.0,   43.0*,   26.6*, 0.09G,999.9, 101000,
725090,14739, 20070317,   33.2,23,   31.9,23, 1001.8,10, 9999.9, 0,   4.3,23,  18.2,23,  29.9,  39.0,   37.9 ,   26.1 , 1.75G,999.9, 011000,
725090,14739, 20070318,   28.7,20,   13.5,20, 1005.9,20, 9999.9, 0,  10.0,20,  14.6,20,  18.1,  27.0,   36.0 ,   24.1 , 0.13G,999.9, 000000,
725090,14739, 20070319,   33.2,20,   11.9,20, 1022.7,19, 9999.9, 0,   9.6,20,  13.5,20,  22.9,  28.0,   39.2*,   26.6*, 0.00G,999.9, 001000,
725090,14739, 20070320,   38.9,24,   25.1,24, 1020.9,22, 9999.9, 0,   8.9,24,  15.4,24,  26.0,  33.0,   44.6*,   30.2*, 0.07G,999.9, 011000,
725090,14739, 20070321,   27.6,24,    7.6,24, 1039.3,24, 9999.9, 0,  10.0,24,   9.5,24,  16.9,  27.0,   37.0*,   19.4*, 0.00G,999.9, 000000,
725090,14739, 20070322,   43.0,24,   34.5,24, 1025.9,23, 9999.9, 0,   9.7,24,  17.4,24,  28.0,  35.9,   57.2*,   32.0*, 0.00I,999.9, 000000,
725090,14739, 20070323,   54.0,24,   38.3,24, 1016.5,24, 9999.9, 0,   8.8,24,  12.4,24,  15.9,  22.9,   57.2*,   51.8*, 0.00H,999.9, 010000,
725090,14739, 20070324,   43.0,24,   27.3,24, 1026.5,24, 9999.9, 0,  10.0,24,   8.0,24,  18.1, 999.9,   59.0 ,   35.1 , 0.00I,999.9, 000000,
725090,14739, 20070325,   38.0,24,   33.7,24, 1029.1,17, 9999.9, 0,   8.4,24,   6.3,24,  12.0, 999.9,   46.0 ,   32.0 , 0.34G,999.9, 011000,
725090,14739, 20070326,   41.7,24,   33.2,24, 1028.8,24, 9999.9, 0,   9.6,24,   8.7,24,  15.9,  22.0,   46.9 ,   34.0 , 0.00G,999.9, 010000,
725090,14739, 20070327,   45.5,24,   41.8,24, 1015.0,22, 9999.9, 0,   8.4,24,   5.8,24,  12.0,  18.1,   57.9 ,   36.0 , 0.15G,999.9, 010000,
725090,14739, 20070328,   50.3,24,   29.4,24, 1018.7,24, 9999.9, 0,  10.0,24,  11.7,24,  22.0,  32.1,   57.9 ,   42.1 , 0.00G,999.9, 000000,
725090,14739, 20070329,   42.3,24,    4.6,24, 1024.0,24, 9999.9, 0,  10.0,24,  16.9,24,  23.9,  35.9,   55.9 ,   33.1 , 0.00I,999.9, 000000,
725090,14739, 20070330,   47.4,24,   10.6,24, 1023.3,24, 9999.9, 0,  10.0,24,  10.9,24,  16.9,  26.0,   61.0 ,   33.1 , 0.00I,999.9, 000000,
725090,14739, 20070331,   43.3,24,   15.6,24, 1022.4,24, 9999.9, 0,  10.0,24,  10.0,24,  15.0,  23.9,   54.0*,   35.6*, 0.00I,999.9, 000000,
725090,14739, 20070401,   42.9,22,   22.3,22, 1024.3,21, 9999.9, 0,  10.0,22,   6.7,21,  15.9,  22.0,   52.0 ,   33.1 , 0.00I,999.9, 000000,
725090,14739, 20070402,   40.7,24,   36.2,24, 1018.3,19, 9999.9, 0,   4.7,24,  11.5,24,  16.9,  18.1,   52.0 ,   33.1 , 0.31G,999.9, 010000,
725090,14739, 20070403,   40.7,24,   37.8,24, 1020.3,14, 9999.9, 0,   5.1,24,   9.0,24,  15.9, 999.9,   44.6*,   37.4*, 0.01G,999.9, 010000,
725090,14739, 20070404,   37.2,24,   31.4,24, 1018.5,22, 9999.9, 0,   8.8,24,  14.8,24,  22.0,  29.9,   44.1 ,   35.1 , 0.01G,999.9, 011000,
725090,14739, 20070405,   38.0,24,   31.1,24, 1001.8,18, 9999.9, 0,   7.1,24,  13.9,24,  21.0,  28.0,   45.0 ,   33.1 , 1.21G,999.9, 011000,
725090,14739, 20070406,   33.0,24,   14.3,24, 1004.8,24, 9999.9, 0,  10.0,24,  13.9,24,  16.9,  27.0,   45.0 ,   28.0 , 0.00G,999.9, 000000,
725090,14739, 20070407,   35.4,24,   16.1,24, 1005.1,24, 9999.9, 0,  10.0,24,   7.1,24,  11.1,  15.0,   42.1 ,   28.2 , 0.00I,999.9, 000000,
725090,14739, 20070408,   34.5,24,   14.1,24, 1005.3,24, 9999.9, 0,  10.0,24,  13.9,24,  20.0,  26.0,   41.0*,   28.4*, 0.00I,999.9, 000000,
725090,14739, 20070409,   40.4,24,   20.1,24, 1009.2,24, 9999.9, 0,  10.0,24,  15.2,24,  19.0,  27.0,   50.0 ,   29.1 , 0.00I,999.9, 000000,
725090,14739, 20070410,   39.8,24,   20.5,24, 1013.5,24, 9999.9, 0,  10.0,24,  10.2,24,  15.0,  20.0,   50.0 ,   34.0 , 0.00I,999.9, 000000,
725090,14739, 20070411,   41.2,24,   22.9,24, 1019.9,24, 9999.9, 0,  10.0,24,   8.6,24,  16.9, 999.9,   48.2*,   35.1*, 0.00I,999.9, 000000,
725090,14739, 20070412,   39.7,24,   32.0,24, 1018.3,18, 9999.9, 0,   8.3,24,  12.0,24,  23.9,  32.1,   50.0 ,   34.0 , 0.04A,999.9, 011000,
725090,14739, 20070413,   40.8,24,   32.4,24, 1004.2,24, 9999.9, 0,   9.3,24,  13.1,24,  19.0,  27.0,   48.9 ,   35.1 , 0.87G,999.9, 011000,
725090,14739, 20070414,   44.9,24,   29.7,24, 1011.1,24, 9999.9, 0,   9.7,24,  12.3,24,  19.0,  27.0,   52.0 ,   35.1 , 0.00G,999.9, 000000,
725090,14739, 20070415,   41.9,24,   34.3,24, 1013.6,23, 9999.9, 0,   7.7,24,  11.6,24,  22.9,  28.0,   52.0 ,   37.9 , 0.79C,999.9, 010000,
725090,14739, 20070416,   45.1,24,   42.1,24,  988.2,23, 9999.9, 0,   4.8,24,  23.3,24,  34.0,  43.9,   48.2*,   39.9*, 2.24G,999.9, 010000,
725090,14739, 20070417,   40.3,24,   37.4,24,  995.4,21, 9999.9, 0,   4.0,24,  18.9,24,  27.0,  36.9,   48.0 ,   37.0 , 0.11G,999.9, 011000,
725090,14739, 20070418,   40.8,24,   38.3,24, 1006.3,17, 9999.9, 0,   5.4,24,  19.0,24,  28.0,  35.9,   43.0 ,   37.0 , 0.17G,999.9, 010000,
725090,14739, 20070419,   43.2,24,   32.9,24, 1012.9,20, 9999.9, 0,   8.7,24,  12.0,24,  18.1,  23.9,   51.1 ,   39.0 , 0.04G,999.9, 010000,
725090,14739, 20070420,   45.1,24,   26.3,24, 1017.1,24, 9999.9, 0,  10.0,24,   7.2,24,  18.1,  19.0,   51.1 ,   36.0 , 0.00G,999.9, 000000,
725090,14739, 20070421,   55.8,24,   26.6,24, 1017.7,24, 9999.9, 0,   9.8,24,   6.2,24,  13.0, 999.9,   75.2*,   46.0*, 0.00I,999.9, 000000,
725090,14739, 20070422,   56.1,24,   33.8,24, 1021.0,24, 9999.9, 0,  10.0,24,   5.6,24,  13.0,  19.0,   75.0 ,   44.1 , 0.00I,999.9, 000000,
725090,14739, 20070423,   66.0,24,   36.2,24, 1016.4,24, 9999.9, 0,  10.0,24,  11.5,24,  22.0,  28.0,   86.0 ,   48.9 , 0.00I,999.9, 000000,
725090,14739, 20070424,   67.8,24,   40.2,24, 1008.9,23, 9999.9, 0,  10.0,24,  12.6,24,  16.9,  23.9,   86.0 ,   52.0 , 0.00I,999.9, 000000,
725090,14739, 20070425,   53.0,24,   32.6,24, 1017.6,24, 9999.9, 0,   9.7,24,   5.7,24,  12.0, 999.9,   73.0 ,   45.0 , 0.15A,999.9, 010000,
725090,14739, 20070426,   50.4,24,   34.8,24, 1020.8,24, 9999.9, 0,   9.9,24,   6.9,24,  15.9,  21.0,   59.0 ,   42.1 , 0.02A,999.9, 010000,
725090,14739, 20070427,   47.5,24,   42.4,24, 1016.6,21, 9999.9, 0,   5.7,24,   8.5,24,  15.0,  19.0,   57.9 ,   42.1 , 0.52G,999.9, 010000,
725090,14739, 20070428,   46.6,24,   44.9,24, 1008.0,15, 9999.9, 0,   2.8,24,   5.6,24,  15.0, 999.9,   52.0 ,   44.1 , 0.54G,999.9, 110000,
725090,14739, 20070429,   47.7,24,   45.4,24, 1007.2,18, 9999.9, 0,   8.0,24,   6.5,24,   9.9, 999.9,   52.0 ,   44.1 , 0.43G,999.9, 010000,
725090,14739, 20070430,   52.8,24,   43.0,24, 1005.6,21, 9999.9, 0,   9.2,24,   8.5,24,  22.9,  28.9,   71.6*,   44.1*, 0.00G,999.9, 010000,
725090,14739, 20070501,   57.0,24,   30.7,24, 1011.2,24, 9999.9, 0,  10.0,24,  10.8,24,  18.1,  26.0,   71.1 ,   48.0 , 0.08G,999.9, 000000,
725090,14739, 20070502,   53.5,22,   41.8,22, 1011.3,22, 9999.9, 0,   9.8,22,   5.7,22,  11.1,  15.0,   68.0 ,   48.0 , 0.08G,999.9, 010000,
725090,14739, 20070503,   60.7,15,   20.2,15, 1018.7,15, 1017.6, 5,  10.0,15,  12.2,15,  18.1,  26.0,   68.0 ,   46.9 , 0.00G,999.9, 000000,
725090,14739, 20070504,   58.3,24,   21.9,24, 1020.5,24, 9999.9, 0,  10.0,24,  12.9,24,  25.1,  30.9,   68.0 ,   46.9 , 0.00I,999.9, 000000,
725090,14739, 20070505,   57.0,24,   23.3,24, 1019.6,24, 9999.9, 0,  10.0,24,   7.7,24,  12.0,  19.0,   68.0 ,   48.0 , 0.00I,999.9, 000000,
725090,14739, 20070506,   48.6,24,   35.8,24, 1027.7,24, 9999.9, 0,  10.0,24,  13.3,24,  18.1,  28.0,   66.9 ,   46.0 , 0.00H,999.9, 010000,
725090,14739, 20070507,   51.1,24,   33.8,24, 1030.5,24, 9999.9, 0,  10.0,24,   5.6,24,  15.0, 999.9,   64.4*,   42.1*, 0.00I,999.9, 000000,
725090,14739, 20070508,   61.5,24,   29.3,24, 1022.8,24, 9999.9, 0,  10.0,24,  11.7,24,  18.1,  22.9,   80.6*,   46.4*, 0.00I,999.9, 000000,
725090,14739, 20070509,   69.5,24,   47.3,24, 1017.3,24, 9999.9, 0,  10.0,24,  10.3,24,  15.9,  23.9,   86.0 ,   46.9 , 0.00I,999.9, 000000,
725090,14739, 20070510,   71.9,24,   61.4,24, 1014.3,24, 9999.9, 0,  10.0,24,   9.6,24,  14.0,  20.0,   86.0 ,   57.0 , 0.00A,999.9, 000000,
725090,14739, 20070511,   66.9,24,   60.9,24, 1011.8,21, 9999.9, 0,   9.5,24,   8.4,24,  13.0,  23.9,   84.0 ,   62.1 , 0.07B,999.9, 010000,
725090,14739, 20070512,   60.2,24,   49.2,24, 1014.3,24, 9999.9, 0,  10.0,24,  10.2,24,  14.0, 999.9,   71.1*,   51.8*, 0.00A,999.9, 000000,
725090,14739, 20070513,   55.8,24,   34.5,24, 1017.8,24, 9999.9, 0,  10.0,24,   7.4,24,  18.1,  28.0,   69.1 ,   50.0 , 0.00I,999.9, 000000,
725090,14739, 20070514,   60.5,24,   24.8,24, 1022.0,23, 9999.9, 0,  10.0,24,   8.8,24,  15.0,  22.0,   73.4*,   48.0*, 0.00I,999.9, 000000,
725090,14739, 20070515,   63.7,24,   39.6,24, 1013.4,24, 9999.9, 0,  10.0,24,  13.2,24,  18.1,  23.9,   82.0 ,   46.9 , 0.01G,999.9, 010000,
725090,14739, 20070516,   59.0,24,   52.3,24, 1006.5,21, 9999.9, 0,   7.7,24,   8.9,24,  20.0,  34.0,   82.0 ,   48.0 , 0.08G,999.9, 010010,
725090,14739, 20070517,   47.1,24,   43.3,24, 1016.3,22, 9999.9, 0,   9.5,24,   8.4,24,  13.0,  14.0,   64.0 ,   46.0 , 0.79G,999.9, 010000,
725090,14739, 20070518,   44.4,24,   40.0,24, 1023.8,22, 9999.9, 0,   7.3,24,  13.7,24,  18.1,  25.1,   50.0 ,   42.1 , 0.49G,999.9, 010000,
725090,14739, 20070519,   46.5,24,   44.5,24, 1013.9,12, 9999.9, 0,   3.7,24,   6.2,24,  15.0,  21.0,   53.6*,   42.1*, 1.46G,999.9, 010000,
725090,14739, 20070520,   54.9,24,   51.5,24, 1005.4,20, 9999.9, 0,   4.3,24,   5.1,24,  14.0,  22.0,   64.0 ,   43.0 , 0.23G,999.9, 110000,
725090,14739, 20070521,   58.0,24,   42.3,24, 1013.0,24, 9999.9, 0,  10.0,24,  10.0,24,  15.9,  21.0,   66.2*,   50.0*, 0.49G,999.9, 010000,
725090,14739, 20070522,   58.8,24,   37.3,24, 1024.9,24, 9999.9, 0,  10.0,24,   6.4,24,  15.0, 999.9,   66.9 ,   48.0 , 0.00G,999.9, 000000,
725090,14739, 20070523,   60.2,24,   46.8,24, 1029.5,24, 9999.9, 0,  10.0,24,   8.2,24,  15.9, 999.9,   73.4*,   50.0*, 0.00I,999.9, 000000,
725090,14739, 20070524,   64.3,24,   51.4,24, 1026.9,24, 9999.9, 0,   9.6,24,   7.2,24,  12.0, 999.9,   80.1 ,   50.0 , 0.00I,999.9, 000000,
725090,14739, 20070525,   80.5,24,   54.8,24, 1019.3,24, 9999.9, 0,   8.5,24,   8.4,24,  12.0,  16.9,   91.9*,   69.8*, 0.00I,999.9, 000000,
725090,14739, 20070526,   80.4,24,   52.9,24, 1016.0,24, 9999.9, 0,   8.9,24,   9.2,24,  14.0,  20.0,   91.9 ,   70.0 , 0.00A,999.9, 000000,
725090,14739, 20070527,   66.5,24,   46.3,24, 1020.5,24, 9999.9, 0,  10.0,24,   7.0,24,  13.0, 999.9,   81.0*,   59.0*, 0.00I,999.9, 000000,
725090,14739, 20070528,   68.8,24,   54.6,24, 1017.1,24, 9999.9, 0,   8.0,24,   6.9,24,  15.9,  26.0,   84.2*,   57.2*, 0.00H,999.9, 010000,
725090,14739, 20070529,   69.4,24,   44.5,24, 1019.9,24, 9999.9, 0,  10.0,24,  11.1,24,  15.9,  22.9,   84.0 ,   59.0 , 0.00I,999.9, 000000,
725090,14739, 20070530,   69.3,24,   47.5,24, 1021.0,24, 9999.9, 0,   9.9,24,   6.9,24,  12.0, 999.9,   82.4*,   60.8*, 0.00I,999.9, 000000,
725090,14739, 20070531,   64.6,24,   53.2,24, 1020.0,24, 9999.9, 0,  10.0,24,   7.4,24,  11.1, 999.9,   82.0 ,   57.0 , 0.00H,999.9, 010000,
725090,14739, 20070601,   65.6,24,   57.4,24, 1016.3,22, 9999.9, 0,   9.0,24,   5.7,24,   9.9, 999.9,   81.0 ,   57.0 , 0.13G,999.9, 010010,
725090,14739, 20070602,   74.4,23,   61.9,23, 1012.4,23, 9999.9, 0,   6.6,23,   5.9,23,  13.0,  19.0,   86.0 ,   59.0 , 0.00G,999.9, 000010,
725090,14739, 20070603,   62.4,24,   57.5,24, 1011.8,24, 9999.9, 0,   4.8,24,   6.6,24,  11.1, 999.9,   75.0*,   53.6*, 0.04C,999.9, 010000,
725090,14739, 20070604,   56.2,24,   55.2,24, 1004.2,17, 9999.9, 0,   1.1,24,  11.5,24,  19.0,  25.1,   60.8*,   51.8*, 0.40G,999.9, 110010,
725090,14739, 20070605,   66.4,23,   61.0,23,  997.8,21, 9999.9, 0,   7.4,23,   9.4,23,  18.1,  22.9,   81.0 ,   52.0 , 1.17G,999.9, 010000,
